4.5 0.7799187102 1.214204545 323 0 0 0 0 0.0727273 0.0454545 0.2 0.363636 0.436364 0.8 0.381818 0.363636 0.181818 0.0636364 0.0181818 0.00909091
4.7 0.7459538901 1.2525 337 0 0 0 0 0 0.00909091 0.172727 0.381818 0.5 0.590909 0.554545 0.472727 0.190909 0.1 0.0545455 0.0363636
4.9 0.547826653 1.283068182 269 0 0 0 0 0 0 0.0636364 0.218182 0.481818 0.545455 0.354545 0.381818 0.172727 0.127273 0.0636364 0.0363636
5.1 0.537666966 1.315568182 286 0 0 0 0 0 0 0 0.181818 0.272727 0.463636 0.618182 0.463636 0.336364 0.172727 0.0727273 0.0181818
5.3 0.386449749 1.340795455 222 0 0 0 0 0 0 0 0.0454545 0.1 0.218182 0.390909 0.409091 0.418182 0.272727 0.136364 0.0272727
5.5 0.2618696148 1.359204545 162 0 0 0 0 0 0 0 0.0454545 0.127273 0.109091 0.236364 0.209091 0.354545 0.236364 0.0818182 0.0727273
5.7 0.192645572 1.37375 128 0 0 0 0 0 0 0 0.0454545 0.0727273 0.0636364 0.136364 0.209091 0.3 0.181818 0.0909091 0.0636364
5.9 0.1531172839 1.386136364 109 0 0 0 0 0 0 0 0 0.00909091 0.0181818 0.109091 0.209091 0.309091 0.209091 0.0818182 0.0454545
6.1 0.1143310012 1.396022727 87 0 0 0 0 0 0 0 0 0 0.0181818 0.0727273 0.2 0.181818 0.109091 0.163636 0.0454545
6.3 0.09117115901 1.404431818 74 0 0 0 0 0 0 0 0 0 0 0.0818182 0.154545 0.127273 0.163636 0.1 0.0454545
6.5 0.05555505589 1.409886364 48 0 0 0 0 0 0 0 0 0 0 0.0454545 0.0272727 0.0454545 0.181818 0.0818182 0.0545455
6.7 0.04139473159 1.414204545 38 0 0 0 0 0 0 0 0 0 0 0.0454545 0.0636364 0.00909091 0.0545455 0.1 0.0727273
6.9 0.03492156173 1.418068182 34 0 0 0 0 0 0 0 0 0 0 0 0.0181818 0.0272727 0.0818182 0.127273 0.0545455
7.1 0.01552093557 1.419886364 16 0 0 0 0 0 0 0 0 0 0 0.00909091 0 0 0.00909091 0.0727273 0.0545455
7.3 0.01009399598 1.421136364 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00909091 0.0727273 0.0181818
7.5 0.003477403258 1.421590909 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0181818 0.0181818
7.7 0.00247433624 1.421931818 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00909091 0.0181818
7.9 0 1.421931818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8.1 0.0007453345023 1.422045455 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00909091
8.3 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8.5 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8.7 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8.9 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9.1 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9.3 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9.5 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9.7 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9.9 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.1 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.3 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.5 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.7 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.9 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.1 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.3 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.5 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.7 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.9 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.1 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.3 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.5 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.7 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.9 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13.1 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13.3 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13.5 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13.7 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13.9 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14.1 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14.3 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14.5 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14.7 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14.9 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15.1 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15.3 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15.5 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15.7 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15.9 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16.1 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16.3 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16.5 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16.7 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16.9 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17.1 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17.3 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17.5 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17.7 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17.9 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18.1 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18.3 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18.5 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18.7 0 1.422045455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18.9 0.000273807703 1.422272727 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00909091 0.00909091
19.1 0 1.422272727 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19.3 0 1.422272727 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19.5 0.0003858260548 1.422613636 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00909091 0.00909091 0.00909091
19.7 0.0005040424758 1.423068182 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0181818 0.0181818 0
19.9 0.0001234904914 1.423181818 1 0 0 0 0 0 0 0 0 0 0 0 0.00909091 0 0 0 0

