# /home/jramos/Programacion/hmeyer/yasp_cJ/bin/rdf_all.x VERSION2.2 28JAN2003 HM
# INTER-molecular RDF - 17 particles per molecule
# weed=1 maxmean=99999 #frames=11 #particles=170
# norm=0.0277797 norm2=nfr*nmol=0.0909091 ns*(ns-1)=28730//316030
7.85 1.305813611 25.06078537 869
7.95 1.284890774 26.00430339 877
8.05 1.29603444 26.98009683 907
8.15 1.219815052 27.92146315 875
8.25 1.258447549 28.91662184 925
8.35 1.257703989 29.93544917 947
8.45 1.22681549 30.95320065 946
8.55 1.171685765 31.94835933 925
8.65 1.108862148 32.91231845 896
8.75 1.147762366 33.93329747 949
8.85 1.159803583 34.9887036 981
8.95 1.144435199 36.05379236 990
9.05 1.166768568 37.1640667 1032
9.15 1.099376564 38.23345885 994
9.25 1.149326506 39.37600861 1062
9.35 1.07615034 40.46906939 1016
9.45 1.109488255 41.62022593 1070
9.55 1.053885048 42.73695535 1038
9.65 1.039116829 43.86121571 1045
9.75 1.051029745 45.02205487 1079
9.85 1.057475149 46.2140936 1108
9.95 0.9961079167 47.3598709 1065
10.05 1.043309487 48.58418505 1138
10.15 1.056109308 49.84830554 1175
10.25 1.000348412 51.06939215 1135
10.35 0.9759250484 52.28402367 1129
10.45 0.9717517326 53.51694459 1146
10.55 0.9001723957 54.6810113 1082
10.65 0.9592726474 55.94513179 1175
10.75 0.9423101357 57.21032813 1176
10.85 0.9596301427 58.52286175 1220
10.95 0.9228757823 59.80849919 1195
11.05 0.8979058134 61.08230231 1184
11.15 0.916134138 62.40559441 1230
11.25 0.9050412964 63.73641743 1237
11.35 0.8719124308 65.04142012 1213
11.45 0.8751130767 66.37439484 1239
11.55 0.8815432829 67.74072082 1270
11.65 0.8787552785 69.12641205 1288
11.75 0.848435383 70.4873588 1265
11.85 0.8315385916 71.84400215 1261
11.95 0.8604768267 73.27165143 1327
12.05 0.8545447553 74.71328671 1340
12.15 0.8367725466 76.14846692 1334
12.25 0.8342739892 77.60301237 1352
12.35 0.8177826808 79.05217859 1347
12.45 0.8399450672 80.5648198 1406
12.55 0.8424866775 82.10650888 1433
12.65 0.8216968701 83.63421194 1420
12.75 0.7906303312 85.1274879 1388
12.85 0.8518358777 86.76169984 1519
12.95 0.7238817003 88.17213556 1311
13.05 0.6812939362 89.52017214 1253
13.15 0.4540972321 90.43249059 848
13.25 0.3085522013 91.06186122 585
13.35 0.1802899481 91.4351802 347
13.45 0.1059571766 91.65788058 207
13.55 0 91.65788058 0
13.65 0 91.65788058 0
13.75 0 91.65788058 0
13.85 0 91.65788058 0
13.95 0 91.65788058 0
14.05 0 91.65788058 0
14.15 0 91.65788058 0
14.25 0 91.65788058 0
14.35 0 91.65788058 0
14.45 0 91.65788058 0
14.55 0 91.65788058 0
14.65 0 91.65788058 0
14.75 0 91.65788058 0
14.85 0 91.65788058 0
14.95 0 91.65788058 0
15.05 0 91.65788058 0
15.15 0 91.65788058 0
15.25 0 91.65788058 0
15.35 0 91.65788058 0
15.45 0 91.65788058 0
15.55 0 91.65788058 0
15.65 0 91.65788058 0
15.75 0 91.65788058 0
15.85 0 91.65788058 0
15.95 0 91.65788058 0
16.05 0 91.65788058 0
16.15 0 91.65788058 0
16.25 0 91.65788058 0
16.35 0 91.65788058 0
16.45 0 91.65788058 0
16.55 0 91.65788058 0
16.65 0 91.65788058 0
16.75 0 91.65788058 0
16.85 0 91.65788058 0
16.95 0 91.65788058 0
17.05 0 91.65788058 0
17.15 0 91.65788058 0
17.25 0 91.65788058 0
17.35 0 91.65788058 0
17.45 0 91.65788058 0
17.55 0 91.65788058 0
17.65 0 91.65788058 0
17.75 0 91.65788058 0
17.85 0 91.65788058 0
17.95 0 91.65788058 0
18.05 0 91.65788058 0
18.15 0 91.65788058 0
18.25 0 91.65788058 0
18.35 0 91.65788058 0
18.45 0 91.65788058 0
18.55 0 91.65788058 0
18.65 0 91.65788058 0
18.75 0 91.65788058 0
18.85 0 91.65788058 0
18.95 0 91.65788058 0
19.05 0 91.65788058 0
19.15 0 91.65788058 0
19.25 0 91.65788058 0
19.35 0 91.65788058 0
19.45 0 91.65788058 0
19.55 0 91.65788058 0
19.65 0 91.65788058 0
19.75 0 91.65788058 0
19.85 0 91.65788058 0
19.95 0 91.65788058 0

